GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1400000US36005026300,36005026300,"Census Tract 263, Bronx County, New York",2069,131,1419,174,582,175,837,199,226,121,611,176,650,181,559,174,91,86
1400000US36005026400,36005026400,"Census Tract 264, Bronx County, New York",2007,149,1363,172,912,204,451,176,110,100,341,152,644,195,535,185,109,74
1400000US36005026500,36005026500,"Census Tract 265, Bronx County, New York",1976,114,1442,147,677,174,765,163,71,68,694,164,534,124,327,88,207,100
1400000US36005026601,36005026601,"Census Tract 266.01, Bronx County, New York",1231,93,690,103,294,79,396,99,90,55,306,96,541,106,481,111,60,51
1400000US36005026602,36005026602,"Census Tract 266.02, Bronx County, New York",2544,129,1304,223,734,223,570,196,260,145,310,134,1240,216,1148,214,92,53
1400000US36005026701,36005026701,"Census Tract 267.01, Bronx County, New York",1210,87,829,145,410,129,419,131,40,32,379,121,381,131,295,109,86,67
1400000US36005026702,36005026702,"Census Tract 267.02, Bronx County, New York",2327,112,1411,167,655,166,756,136,154,88,602,135,916,174,782,158,134,87
1400000US36005026900,36005026900,"Census Tract 269, Bronx County, New York",1305,81,758,106,237,81,521,97,86,59,435,95,547,113,490,112,57,34
1400000US36005027300,36005027300,"Census Tract 273, Bronx County, New York",2548,136,1959,187,798,166,1161,216,116,94,1045,201,589,168,446,163,143,74
1400000US36005027401,36005027401,"Census Tract 274.01, Bronx County, New York",1788,125,1224,179,898,155,326,130,64,56,262,104,564,162,525,161,39,61
1400000US36005027402,36005027402,"Census Tract 274.02, Bronx County, New York",1241,138,720,166,507,131,213,114,95,85,118,79,521,156,435,150,86,89
1400000US36005027600,36005027600,"Census Tract 276, Bronx County, New York",30,13,26,13,17,8,9,12,0,12,9,12,4,5,4,5,0,12
1400000US36005027700,36005027700,"Census Tract 277, Bronx County, New York",1791,83,1248,143,571,118,677,160,106,78,571,132,543,131,472,124,71,61
1400000US36005027900,36005027900,"Census Tract 279, Bronx County, New York",2784,145,1884,212,808,183,1076,226,281,141,795,213,900,197,841,201,59,48
1400000US36005028100,36005028100,"Census Tract 281, Bronx County, New York",1745,90,895,129,536,116,359,102,40,37,319,105,850,142,775,142,75,50
1400000US36005028300,36005028300,"Census Tract 283, Bronx County, New York",1237,78,777,124,244,97,533,129,38,46,495,118,460,124,378,108,82,75
1400000US36005028400,36005028400,"Census Tract 284, Bronx County, New York",34,29,11,12,11,12,0,12,0,12,0,12,23,26,12,19,11,17
1400000US36005028500,36005028500,"Census Tract 285, Bronx County, New York",1470,81,664,129,454,122,210,96,50,47,160,87,806,130,726,118,80,46
1400000US36005028600,36005028600,"Census Tract 286, Bronx County, New York",428,60,217,55,165,51,52,36,29,26,23,24,211,58,204,59,7,10
1400000US36005028700,36005028700,"Census Tract 287, Bronx County, New York",1125,111,801,125,538,125,263,94,48,51,215,82,324,85,276,82,48,38
1400000US36005028800,36005028800,"Census Tract 288, Bronx County, New York",1137,90,818,123,644,114,174,85,39,48,135,69,319,99,285,97,34,42
1400000US36005028900,36005028900,"Census Tract 289, Bronx County, New York",1655,113,899,111,451,131,448,116,70,55,378,117,756,129,693,123,63,52
1400000US36005029301,36005029301,"Census Tract 293.01, Bronx County, New York",858,82,423,76,302,80,121,48,16,14,105,51,435,78,410,74,25,21
1400000US36005029302,36005029302,"Census Tract 293.02, Bronx County, New York",2483,187,1201,142,997,130,204,109,0,17,204,109,1282,191,1234,186,48,46
1400000US36005029500,36005029500,"Census Tract 295, Bronx County, New York",1792,124,1189,135,872,152,317,94,94,66,223,76,603,122,563,125,40,34
1400000US36005029600,36005029600,"Census Tract 296, Bronx County, New York",786,72,333,90,247,71,86,53,27,37,59,37,453,95,347,78,106,52
1400000US36005029700,36005029700,"Census Tract 297, Bronx County, New York",1474,130,956,102,816,101,140,77,38,51,102,58,518,121,451,118,67,38
1400000US36005030000,36005030000,"Census Tract 300, Bronx County, New York",2521,119,1449,237,934,188,515,178,73,88,442,166,1072,219,853,217,219,102
1400000US36005030100,36005030100,"Census Tract 301, Bronx County, New York",545,52,237,64,196,63,41,31,20,20,21,21,308,70,274,69,34,25
1400000US36005030200,36005030200,"Census Tract 302, Bronx County, New York",4136,176,2305,275,1299,249,1006,270,360,172,646,236,1831,285,1831,285,0,17
1400000US36005030701,36005030701,"Census Tract 307.01, Bronx County, New York",2578,207,1298,254,971,211,327,145,72,77,255,123,1280,215,1144,208,136,74
1400000US36005030900,36005030900,"Census Tract 309, Bronx County, New York",1398,94,650,109,553,102,97,57,31,31,66,55,748,122,691,122,57,84
1400000US36005031000,36005031000,"Census Tract 310, Bronx County, New York",1189,104,898,117,694,138,204,114,114,102,90,57,291,93,276,92,15,17
1400000US36005031200,36005031200,"Census Tract 312, Bronx County, New York",624,28,471,73,318,76,153,58,60,38,93,45,153,69,137,68,16,25
1400000US36005031400,36005031400,"Census Tract 314, Bronx County, New York",664,45,473,74,372,76,101,46,39,34,62,35,191,68,185,69,6,9
1400000US36005031600,36005031600,"Census Tract 316, Bronx County, New York",638,42,447,72,324,74,123,52,14,25,109,48,191,59,155,50,36,43
1400000US36005031800,36005031800,"Census Tract 318, Bronx County, New York",638,43,514,60,320,83,194,72,94,63,100,61,124,54,91,42,33,36
1400000US36005031900,36005031900,"Census Tract 319, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36005032300,36005032300,"Census Tract 323, Bronx County, New York",2259,217,1055,156,903,156,152,103,80,75,72,57,1204,196,1100,179,104,78
1400000US36005032400,36005032400,"Census Tract 324, Bronx County, New York",1227,67,766,142,278,110,488,133,20,32,468,134,461,141,427,137,34,35
1400000US36005032600,36005032600,"Census Tract 326, Bronx County, New York",1040,82,776,92,558,119,218,90,80,50,138,76,264,72,224,75,40,31
1400000US36005032800,36005032800,"Census Tract 328, Bronx County, New York",1353,76,1018,96,403,117,615,112,104,59,511,101,335,93,319,89,16,19
1400000US36005033000,36005033000,"Census Tract 330, Bronx County, New York",2033,116,1377,180,593,162,784,199,233,137,551,153,656,165,555,154,101,87
1400000US36005033201,36005033201,"Census Tract 332.01, Bronx County, New York",1812,127,1047,164,532,145,515,157,109,77,406,137,765,199,631,136,134,142
1400000US36005033202,36005033202,"Census Tract 332.02, Bronx County, New York",1446,147,919,176,521,174,398,120,119,64,279,102,527,135,505,131,22,33
1400000US36005033400,36005033400,"Census Tract 334, Bronx County, New York",528,48,282,63,128,57,154,59,3,6,151,59,246,64,219,66,27,29
1400000US36005033500,36005033500,"Census Tract 335, Bronx County, New York",752,50,402,71,350,71,52,41,0,12,52,41,350,78,321,76,29,26
1400000US36005033600,36005033600,"Census Tract 336, Bronx County, New York",2627,94,1608,201,464,119,1144,189,104,68,1040,193,1019,198,944,190,75,87
1400000US36005033700,36005033700,"Census Tract 337, Bronx County, New York",956,76,663,108,531,102,132,66,67,56,65,33,293,93,265,85,28,26
1400000US36005033800,36005033800,"Census Tract 338, Bronx County, New York",1289,75,909,106,309,98,600,103,148,77,452,96,380,99,304,94,76,47
1400000US36005034000,36005034000,"Census Tract 340, Bronx County, New York",1585,101,891,129,310,99,581,124,124,72,457,124,694,133,543,129,151,72
1400000US36005034200,36005034200,"Census Tract 342, Bronx County, New York",629,31,454,69,250,88,204,76,17,26,187,69,175,63,150,63,25,33
1400000US36005034300,36005034300,"Census Tract 343, Bronx County, New York",561,53,307,53,154,56,153,46,52,41,101,57,254,65,233,68,21,23
1400000US36005034400,36005034400,"Census Tract 344, Bronx County, New York",523,48,455,52,285,75,170,63,27,36,143,57,68,39,62,38,6,10
1400000US36005034500,36005034500,"Census Tract 345, Bronx County, New York",1460,116,752,140,483,118,269,97,50,48,219,83,708,121,592,110,116,81
1400000US36005034800,36005034800,"Census Tract 348, Bronx County, New York",2015,99,1508,159,641,147,867,153,77,62,790,156,507,144,467,138,40,35
1400000US36005035000,36005035000,"Census Tract 350, Bronx County, New York",638,59,480,84,208,80,272,82,30,30,242,85,158,71,110,53,48,60
1400000US36005035100,36005035100,"Census Tract 351, Bronx County, New York",974,98,487,82,248,95,239,93,104,60,135,55,487,98,385,98,102,63
1400000US36005035600,36005035600,"Census Tract 356, Bronx County, New York",677,63,601,68,344,92,257,84,52,44,205,78,76,47,72,48,4,7
1400000US36005035800,36005035800,"Census Tract 358, Bronx County, New York",2439,97,1745,196,985,188,760,174,179,112,581,156,694,186,614,169,80,65
1400000US36005035900,36005035900,"Census Tract 359, Bronx County, New York",662,37,482,56,179,66,303,65,26,19,277,64,180,48,163,49,17,27
1400000US36005036000,36005036000,"Census Tract 360, Bronx County, New York",898,64,715,87,475,87,240,62,21,16,219,62,183,76,172,75,11,13
1400000US36005036100,36005036100,"Census Tract 361, Bronx County, New York",2067,114,1435,171,344,123,1091,178,113,85,978,177,632,149,632,149,0,17
1400000US36005036300,36005036300,"Census Tract 363, Bronx County, New York",2486,124,1943,187,354,134,1589,191,408,196,1181,172,543,160,445,146,98,94
1400000US36005036400,36005036400,"Census Tract 364, Bronx County, New York",833,71,559,93,219,68,340,97,80,66,260,74,274,78,236,72,38,39
1400000US36005036501,36005036501,"Census Tract 365.01, Bronx County, New York",1306,73,882,124,182,78,700,134,67,64,633,129,424,130,337,115,87,61
1400000US36005036502,36005036502,"Census Tract 365.02, Bronx County, New York",690,64,477,66,149,57,328,64,42,35,286,59,213,57,140,59,73,47
1400000US36005036700,36005036700,"Census Tract 367, Bronx County, New York",636,45,467,63,130,64,337,65,72,45,265,56,169,52,134,41,35,37
1400000US36005036800,36005036800,"Census Tract 368, Bronx County, New York",641,36,466,62,250,77,216,70,47,38,169,78,175,59,158,51,17,28
1400000US36005036901,36005036901,"Census Tract 369.01, Bronx County, New York",765,46,469,73,136,51,333,75,26,40,307,75,296,77,296,77,0,12
1400000US36005036902,36005036902,"Census Tract 369.02, Bronx County, New York",719,74,548,91,147,65,401,85,40,37,361,96,171,56,171,56,0,12
1400000US36005037000,36005037000,"Census Tract 370, Bronx County, New York",779,51,588,68,348,71,240,64,57,40,183,55,191,53,167,48,24,28
1400000US36005037100,36005037100,"Census Tract 371, Bronx County, New York",1633,99,820,129,222,102,598,120,54,49,544,118,813,118,781,116,32,34
1400000US36005037200,36005037200,"Census Tract 372, Bronx County, New York",748,65,493,80,148,59,345,71,84,57,261,56,255,70,233,70,22,32
1400000US36005037300,36005037300,"Census Tract 373, Bronx County, New York",1664,113,1143,138,393,103,750,149,128,74,622,145,521,115,445,113,76,61
1400000US36005037400,36005037400,"Census Tract 374, Bronx County, New York",1386,71,938,120,304,107,634,113,21,25,613,109,448,117,439,117,9,14
1400000US36005037504,36005037504,"Census Tract 375.04, Bronx County, New York",1197,69,913,86,214,65,699,93,122,61,577,99,284,88,258,85,26,26
1400000US36005037600,36005037600,"Census Tract 376, Bronx County, New York",703,71,547,82,263,85,284,85,33,37,251,83,156,70,120,60,36,37
1400000US36005037800,36005037800,"Census Tract 378, Bronx County, New York",1051,60,777,100,263,105,514,118,138,73,376,93,274,94,249,93,25,32
1400000US36005037900,36005037900,"Census Tract 379, Bronx County, New York",1484,85,1116,108,303,105,813,122,134,62,679,128,368,94,302,92,66,51
1400000US36005038000,36005038000,"Census Tract 380, Bronx County, New York",1542,124,991,172,364,102,627,146,117,78,510,146,551,118,497,113,54,53
1400000US36005038100,36005038100,"Census Tract 381, Bronx County, New York",2158,106,1422,180,491,127,931,173,349,134,582,152,736,166,593,152,143,93
1400000US36005038200,36005038200,"Census Tract 382, Bronx County, New York",790,74,666,76,297,90,369,96,19,24,350,96,124,52,124,52,0,12
1400000US36005038301,36005038301,"Census Tract 383.01, Bronx County, New York",1516,80,1025,141,312,104,713,156,126,73,587,149,491,131,431,130,60,52
1400000US36005038302,36005038302,"Census Tract 383.02, Bronx County, New York",1810,87,1228,132,348,90,880,162,81,67,799,160,582,140,566,134,16,25
1400000US36005038500,36005038500,"Census Tract 385, Bronx County, New York",1537,100,957,132,335,110,622,119,153,89,469,110,580,130,506,124,74,49
1400000US36005038600,36005038600,"Census Tract 386, Bronx County, New York",2553,157,1840,227,856,246,984,233,244,141,740,195,713,226,665,215,48,44
1400000US36005038700,36005038700,"Census Tract 387, Bronx County, New York",1134,94,528,107,203,81,325,102,85,49,240,93,606,109,486,116,120,68
1400000US36005038800,36005038800,"Census Tract 388, Bronx County, New York",840,57,618,86,238,81,380,93,30,29,350,89,222,87,190,77,32,39
1400000US36005038900,36005038900,"Census Tract 389, Bronx County, New York",1630,113,956,136,367,117,589,138,124,70,465,111,674,107,492,101,182,83
1400000US36005039000,36005039000,"Census Tract 390, Bronx County, New York",983,76,716,96,269,87,447,103,49,32,398,104,267,103,235,91,32,46
1400000US36005039100,36005039100,"Census Tract 391, Bronx County, New York",2251,114,1476,196,429,146,1047,197,340,136,707,165,775,175,577,146,198,106
1400000US36005039200,36005039200,"Census Tract 392, Bronx County, New York",539,58,360,65,151,63,209,71,45,27,164,68,179,71,159,66,20,20
1400000US36005039300,36005039300,"Census Tract 393, Bronx County, New York",2959,150,1736,228,490,151,1246,232,93,78,1153,226,1223,232,1150,231,73,56
1400000US36005039400,36005039400,"Census Tract 394, Bronx County, New York",1547,71,1011,121,386,107,625,106,133,57,492,92,536,125,411,105,125,66
1400000US36005039500,36005039500,"Census Tract 395, Bronx County, New York",1358,116,814,123,257,109,557,123,111,62,446,122,544,104,478,96,66,47
1400000US36005039600,36005039600,"Census Tract 396, Bronx County, New York",1281,87,834,140,221,90,613,123,70,52,543,123,447,130,430,124,17,29
1400000US36005039700,36005039700,"Census Tract 397, Bronx County, New York",468,47,214,59,81,43,133,47,29,25,104,42,254,51,221,48,33,30
1400000US36005039800,36005039800,"Census Tract 398, Bronx County, New York",957,89,634,112,352,105,282,86,119,65,163,69,323,83,245,73,78,47
1400000US36005039901,36005039901,"Census Tract 399.01, Bronx County, New York",1621,80,1125,131,387,114,738,118,160,75,578,130,496,123,368,104,128,74
1400000US36005039902,36005039902,"Census Tract 399.02, Bronx County, New York",1624,86,1069,129,338,99,731,144,114,72,617,127,555,124,393,111,162,84
1400000US36005040100,36005040100,"Census Tract 401, Bronx County, New York",1450,81,1028,117,446,130,582,123,83,65,499,128,422,108,373,92,49,50
1400000US36005040302,36005040302,"Census Tract 403.02, Bronx County, New York",1373,76,852,115,264,87,588,119,94,59,494,113,521,113,464,120,57,39
1400000US36005040303,36005040303,"Census Tract 403.03, Bronx County, New York",1426,107,1008,133,360,121,648,130,172,83,476,121,418,123,370,111,48,39
1400000US36005040304,36005040304,"Census Tract 403.04, Bronx County, New York",1112,93,893,123,393,111,500,144,165,81,335,106,219,96,182,79,37,46
1400000US36005040400,36005040400,"Census Tract 404, Bronx County, New York",1028,98,618,109,165,64,453,103,155,79,298,114,410,112,375,115,35,39
1400000US36005040501,36005040501,"Census Tract 405.01, Bronx County, New York",1193,131,863,129,391,125,472,127,88,64,384,120,330,105,245,91,85,67
1400000US36005040502,36005040502,"Census Tract 405.02, Bronx County, New York",2095,149,1360,199,333,125,1027,187,75,65,952,195,735,195,669,187,66,62
1400000US36005040600,36005040600,"Census Tract 406, Bronx County, New York",1096,94,731,126,199,90,532,124,99,67,433,120,365,111,333,102,32,38
1400000US36005040701,36005040701,"Census Tract 407.01, Bronx County, New York",1141,65,794,99,305,97,489,99,160,74,329,75,347,101,284,91,63,52
1400000US36005040702,36005040702,"Census Tract 407.02, Bronx County, New York",2543,116,1500,201,714,195,786,165,203,125,583,169,1043,172,964,172,79,72
1400000US36005040800,36005040800,"Census Tract 408, Bronx County, New York",1390,96,994,135,419,119,575,128,146,82,429,110,396,119,363,117,33,36
1400000US36005040900,36005040900,"Census Tract 409, Bronx County, New York",1247,71,888,96,508,101,380,94,16,20,364,92,359,102,327,100,32,30
1400000US36005041100,36005041100,"Census Tract 411, Bronx County, New York",1160,73,718,130,298,105,420,137,131,107,289,134,442,123,423,120,19,25
1400000US36005041300,36005041300,"Census Tract 413, Bronx County, New York",2845,119,1545,188,745,190,800,194,137,92,663,177,1300,208,1070,215,230,113
