Unique Key	Created Date	Closed Date	Agency	Agency Name	Complaint Type	Descriptor	Location Type	Incident Zip	Incident Address	Street Name	Cross Street 1	Cross Street 2	Intersection Street 1	Intersection Street 2	Address Type	City	Facility Type	Status	Due Date	Resolution Action Updated Date	Community Board	Borough	Latitude	Longitude
27167913	01/16/2014 02:05:38 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11226	758 FLATBUSH AVENUE	FLATBUSH AVENUE	CLARKSON AVENUE	LENOX ROAD			ADDRESS	BROOKLYN	N/A	Open	03/02/2014 02:05:38 PM	01/21/2014 10:03:42 AM	14 BROOKLYN	BROOKLYN	40.6543327007	-73.9596101578
27161637	01/16/2014 10:51:02 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	796 9 AVENUE	9 AVENUE	WEST 52 STREET	WEST 53 STREET			ADDRESS	NEW YORK	N/A	Open	03/02/2014 10:51:02 AM	01/21/2014 12:05:50 PM	04 MANHATTAN	MANHATTAN	40.7652110664	-73.9876755175
27162216	01/16/2014 10:44:17 AM	01/21/2014 12:06:58 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11211	359 GRAHAM AVENUE	GRAHAM AVENUE	CONSELYEA STREET	SKILLMAN AVENUE			ADDRESS	BROOKLYN	N/A	Closed	01/30/2014 10:44:17 AM	01/21/2014 12:06:58 PM	01 BROOKLYN	BROOKLYN	40.7153317176	-73.9445272201
27168565	01/16/2014 08:23:01 AM	01/21/2014 12:03:25 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11201	84 COURT STREET	COURT STREET	LIVINGSTON STREET	SCHERMERHORN STREET			ADDRESS	BROOKLYN	N/A	Closed	01/30/2014 08:23:01 AM	01/21/2014 12:03:25 PM	02 BROOKLYN	BROOKLYN	40.6912978889	-73.9916052755
27156229	01/15/2014 07:36:51 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019					WEST   55 STREET	8 AVENUE	INTERSECTION	NEW YORK	N/A	Open	02/14/2014 04:51:08 AM	12/31/2013 09:29:03 AM	04 MANHATTAN	MANHATTAN	40.7654191903	-73.9838236149
27155210	01/15/2014 06:32:50 PM	01/21/2014 11:52:14 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10016	550 2 AVENUE	2 AVENUE	EAST 30 STREET	EAST 31 STREET			ADDRESS	NEW YORK	N/A	Closed	01/29/2014 06:32:50 PM	01/21/2014 11:52:14 AM	06 MANHATTAN	MANHATTAN	40.742551635	-73.9774308437
27153681	01/15/2014 04:10:49 PM	01/21/2014 11:26:38 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10451	238 EAST 161 STREET	EAST 161 STREET	SHERMAN AVENUE	GRANT AVENUE			ADDRESS	BRONX	N/A	Closed	01/29/2014 04:10:49 PM	01/21/2014 11:26:38 AM	04 BRONX	BRONX	40.8259465258	-73.9196334559
27151326	01/15/2014 03:51:42 PM	01/21/2014 11:25:29 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10467	236 EAST GUNHILL ROAD	EAST GUNHILL ROAD	TRYON AVENUE	KINGS COLLEGE PLACE			ADDRESS	BRONX	N/A	Closed	01/29/2014 03:51:42 PM	01/21/2014 11:25:29 AM	07 BRONX	BRONX	40.8801108299	-73.8764915198
27156228	01/15/2014 11:03:28 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10306	4255 AMBOY ROAD	AMBOY ROAD	OLD AMBOY ROAD	ARMSTRONG AVENUE			ADDRESS	STATEN ISLAND	N/A	Open	03/01/2014 11:03:28 AM	01/21/2014 11:25:22 AM	03 STATEN ISLAND	STATEN ISLAND	40.5469640441	-74.1582845707
27153287	01/15/2014 09:13:04 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10009	523 EAST 12 STREET	EAST 12 STREET	AVENUE A	AVENUE B			ADDRESS	NEW YORK	N/A	Open	03/01/2014 09:13:04 AM	01/21/2014 11:24:19 AM	03 MANHATTAN	MANHATTAN	40.7287927647	-73.9806033367
27143101	01/14/2014 05:54:43 PM	01/21/2014 11:24:10 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Cafeteria - Public School	10305	41 REID AVENUE	REID AVENUE	OBERLIN STREET	PARKINSON AVENUE			ADDRESS	STATEN ISLAND	N/A	Closed	01/28/2014 05:54:43 PM	01/21/2014 11:24:10 AM	02 STATEN ISLAND	STATEN ISLAND	40.5937696948	-74.0805804026
27144305	01/14/2014 02:28:05 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11206	602 MARCY AVENUE	MARCY AVENUE	VERNON AVENUE	WILLOUGHBY AVENUE			ADDRESS	BROOKLYN	N/A	Open	02/28/2014 02:28:05 PM	01/14/2014 04:26:49 PM	03 BROOKLYN	BROOKLYN	40.6940151722	-73.948948039
27142113	01/14/2014 01:43:56 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11430	JFK INTERNATIONAL AIRPORT	JFK INTERNATIONAL AIRPORT	BEND	BEND			ADDRESS	JAMAICA	N/A	Open	02/28/2014 01:43:56 PM	01/21/2014 10:55:31 AM	83 QUEENS	QUEENS	40.6482435595	-73.7882418551
27143161	01/14/2014 01:26:10 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10461					TRATMAN AVENUE	ST PETERS AVENUE	INTERSECTION	BRONX	N/A	Open	02/28/2014 01:26:10 PM	01/21/2014 10:57:45 AM	10 BRONX	BRONX	40.8391747141	-73.8455304764
27148265	01/14/2014 01:23:09 PM	01/21/2014 11:20:53 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10007	270 GREENWICH STREET	GREENWICH STREET	MURRAY STREET	WARREN STREET			ADDRESS	NEW YORK	N/A	Closed	01/28/2014 01:23:09 PM	01/21/2014 11:20:53 AM	01 MANHATTAN	MANHATTAN	40.7153115987	-74.0112186424
27146483	01/14/2014 11:44:49 AM	01/21/2014 11:07:41 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Other (Explain Below)	11218	382 MCDONALD AVENUE	MCDONALD AVENUE	ALBEMARLE ROAD	CHURCH AVENUE			ADDRESS	BROOKLYN	N/A	Closed	01/28/2014 11:44:49 AM	01/21/2014 11:07:41 AM	12 BROOKLYN	BROOKLYN	40.6445665886	-73.9797882163
27147217	01/14/2014 11:06:52 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10036	140 46	46						NEW YORK	N/A	Open	02/28/2014 11:06:52 AM	01/14/2014 11:39:14 AM	Unspecified MANHATTAN	MANHATTAN		
27145268	01/14/2014 10:56:28 AM	01/21/2014 10:58:52 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11234					BELT PARKWAY	FLATBUSH AVENUE	INTERSECTION	BROOKLYN	N/A	Closed	01/28/2014 10:56:28 AM	01/21/2014 10:58:52 AM	18 BROOKLYN	BROOKLYN	40.5965113097	-73.9078755192
27147578	01/14/2014 09:40:36 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10029	1415 5 AVENUE	5 AVENUE	EAST 115 STREET	EAST 116 STREET			ADDRESS	NEW YORK	N/A	Open	02/28/2014 09:40:36 AM	01/21/2014 04:21:47 PM	11 MANHATTAN	MANHATTAN	40.8004938819	-73.9465728227
27149722	01/14/2014 08:40:27 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10301	25 VICTORY BOULEVARD	VICTORY BOULEVARD	BAY STREET	BEND			ADDRESS	STATEN ISLAND	N/A	Open	02/28/2014 08:40:27 AM	01/21/2014 04:22:54 PM	01 STATEN ISLAND	STATEN ISLAND	40.6377772599	-74.0761404898
27147395	01/14/2014 08:15:04 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10305	128 SAND LANE	SAND LANE	MC CLEAN AVENUE	HUMBERT STREET			ADDRESS	STATEN ISLAND	N/A	Open	02/28/2014 08:15:04 AM	01/14/2014 10:29:00 AM	02 STATEN ISLAND	STATEN ISLAND	40.5963703084	-74.0702526847
27149723	01/14/2014 05:50:19 AM	01/14/2014 10:27:51 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10458	2381 VALENTINE AVENUE	VALENTINE AVENUE	EAST 184 STREET	EAST 187 STREET			ADDRESS	BRONX	N/A	Closed	01/28/2014 05:50:19 AM	01/14/2014 10:27:52 AM	05 BRONX	BRONX	40.8591479365	-73.8972087358
27135249	01/13/2014 03:04:35 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11235	2901 EMMONS AVENUE	EMMONS AVENUE	EAST 29 STREET	WEBERS COURT			ADDRESS	BROOKLYN	N/A	Open	02/27/2014 03:04:35 PM	01/13/2014 04:56:15 PM	15 BROOKLYN	BROOKLYN	40.5838733896	-73.9396897631
27136098	01/13/2014 02:15:17 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11249	80 NORTH 5 STREET	NORTH 5 STREET	WYTHE AVENUE	BERRY STREET			ADDRESS	BROOKLYN	N/A	Open	02/27/2014 02:15:17 PM	01/13/2014 04:51:56 PM	01 BROOKLYN	BROOKLYN	40.7180695414	-73.9610830464
27139361	01/13/2014 12:29:02 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10029	112 EAST 116 STREET	EAST 116 STREET	PARK AVENUE	LEXINGTON AVENUE			ADDRESS	NEW YORK	N/A	Open	02/27/2014 12:29:02 PM	01/13/2014 12:54:39 PM	11 MANHATTAN	MANHATTAN	40.7990152947	-73.9425721161
27136509	01/13/2014 11:15:23 AM	01/21/2014 04:17:33 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10305	375 TOMPKINS AVENUE	TOMPKINS AVENUE	WILLOW AVENUE	LYNHURST AVENUE			ADDRESS	STATEN ISLAND	N/A	Closed	01/27/2014 11:15:23 AM	01/21/2014 04:17:33 PM	01 STATEN ISLAND	STATEN ISLAND	40.6164240657	-74.0741854946
27136513	01/13/2014 10:54:59 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Other (Explain Below)	10003	225 PARK AVENUE SOUTH	PARK AVENUE SOUTH	EAST 18 STREET	EAST 19 STREET			ADDRESS	NEW YORK	N/A	Open	02/27/2014 10:54:59 AM	01/21/2014 04:15:28 PM	05 MANHATTAN	MANHATTAN	40.737365684	-73.9884240138
27135248	01/13/2014 10:49:16 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11104	43-20 QUEENS BOULEVARD	QUEENS BOULEVARD	43 STREET	44 STREET			ADDRESS	SUNNYSIDE	N/A	Open	02/27/2014 10:49:16 AM	01/13/2014 12:55:43 PM	02 QUEENS	QUEENS	40.7434436421	-73.9212089787
27141486	01/13/2014 10:13:49 AM	01/21/2014 04:15:24 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10469					EASTCHESTER ROAD	BOSTON ROAD	INTERSECTION	BRONX	N/A	Closed	01/27/2014 10:13:49 AM	01/21/2014 04:15:24 PM	12 BRONX	BRONX	40.8770335409	-73.8463682328
27132967	01/12/2014 07:53:47 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11354	37-25 MAIN STREET	MAIN STREET	37 AVENUE	38 AVENUE			ADDRESS	FLUSHING	N/A	Open	02/26/2014 07:53:47 PM	01/21/2014 04:14:20 PM	07 QUEENS	QUEENS	40.7611736504	-73.8309221445
27131372	01/12/2014 03:54:53 PM	01/21/2014 04:13:09 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10022	301 PARK AVENUE	PARK AVENUE	EAST 49 STREET	EAST 50 STREET			ADDRESS	NEW YORK	N/A	Closed	01/26/2014 03:54:53 PM	01/21/2014 04:13:09 PM	05 MANHATTAN	MANHATTAN	40.7566480173	-73.9743579763
27131916	01/12/2014 03:08:14 AM	01/13/2014 12:42:52 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11222					GREENPOINT AVENUE	MCGUINESS BOULEVARD	INTERSECTION	BROOKLYN	N/A	Closed	01/26/2014 03:08:14 AM	01/13/2014 12:42:52 PM	01 BROOKLYN	BROOKLYN	40.7304639673	-73.9514818668
27128158	01/11/2014 07:51:15 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10018	1372 BROADWAY	BROADWAY	WEST 37 STREET	WEST 38 STREET			ADDRESS	NEW YORK	N/A	Open	02/25/2014 07:51:15 PM	01/21/2014 04:09:58 PM	05 MANHATTAN	MANHATTAN	40.7522695735	-73.9874541364
27125953	01/11/2014 01:11:50 PM	01/13/2014 12:39:36 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Senior Center						WEST 206 ST	BROADWAY			N/A	Closed	01/25/2014 01:11:50 PM	01/13/2014 12:39:36 PM	Unspecified BRONX	BRONX		
27128175	01/11/2014 10:20:38 AM	01/21/2014 04:08:52 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10468					EAST FORDHAM ROAD	CRESTON AVENUE	INTERSECTION	BRONX	N/A	Closed	01/25/2014 10:20:38 AM	01/21/2014 04:08:52 PM	07 BRONX	BRONX	40.8624038371	-73.8979809845
27128860	01/11/2014 09:02:42 AM	01/21/2014 04:08:46 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019					BROADWAY	WEST   53 STREET	INTERSECTION	NEW YORK	N/A	Closed	01/25/2014 09:02:42 AM	01/21/2014 04:08:46 PM	05 MANHATTAN	MANHATTAN	40.7633659776	-73.9828169562
27124663	01/11/2014 08:27:43 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10010	43 WEST 26 STREET	WEST 26 STREET	BROADWAY	AVENUE OF THE AMERICAS			ADDRESS	NEW YORK	N/A	Open	02/25/2014 08:27:43 AM	01/21/2014 04:07:42 PM	05 MANHATTAN	MANHATTAN	40.7442112395	-73.9899782367
27119826	01/10/2014 08:15:29 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10075	1376 3 AVENUE	3 AVENUE	EAST 78 STREET	EAST 79 STREET			ADDRESS	NEW YORK	N/A	Open	02/24/2014 08:15:29 PM	01/21/2014 03:24:57 PM	08 MANHATTAN	MANHATTAN	40.7737757759	-73.9576783337
27120038	01/10/2014 06:54:51 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Other (Explain Below)	10463	2900 EXTERIOR STREET	EXTERIOR STREET	WEST 225 STREET	BEND			ADDRESS	BRONX	N/A	Open	02/24/2014 06:54:51 PM	01/13/2014 12:57:50 PM	08 BRONX	BRONX	40.8757417915	-73.9061868886
27115817	01/10/2014 04:31:03 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11040	271-11 UNION TURNPIKE	UNION TURNPIKE	271 STREET	LANGDALE STREET			ADDRESS	NEW HYDE PARK	N/A	Open	02/24/2014 04:31:03 PM	01/13/2014 11:37:51 AM	13 QUEENS	QUEENS	40.7518759126	-73.7028165311
27119843	01/10/2014 03:45:16 PM	01/13/2014 11:40:02 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11377	50-08 SKILLMAN AVENUE	SKILLMAN AVENUE	50 STREET	51 STREET			ADDRESS	WOODSIDE	N/A	Closed	01/24/2014 03:45:16 PM	01/13/2014 11:40:02 AM	02 QUEENS	QUEENS	40.7461092101	-73.9141106312
27116808	01/10/2014 03:31:17 PM	01/21/2014 03:23:47 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10033	4127 BROADWAY	BROADWAY	WEST 174 STREET	WEST 175 STREET			ADDRESS	NEW YORK	N/A	Closed	01/24/2014 03:31:17 PM	01/21/2014 03:23:47 PM	12 MANHATTAN	MANHATTAN	40.8457667625	-73.9385921076
27120867	01/10/2014 03:12:05 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10472					ST LAWRENCE AVENUE	WESTCHESTER AVENUE	INTERSECTION	BRONX	N/A	Open	02/24/2014 03:12:05 PM	01/21/2014 03:03:03 PM	09 BRONX	BRONX	40.831623611	-73.867258464
27120872	01/10/2014 03:01:44 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10007	61 MURRAY STREET	MURRAY STREET	CHURCH STREET	WEST BROADWAY			ADDRESS	NEW YORK	N/A	Open	02/24/2014 03:01:44 PM	01/13/2014 12:20:54 PM	01 MANHATTAN	MANHATTAN	40.7142742029	-74.0098657586
27121873	01/10/2014 02:58:01 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10032	3822 BROADWAY	BROADWAY	FT WASHINGTON AVENUE	WEST 160 STREET			ADDRESS	NEW YORK	N/A	Open	02/24/2014 02:58:01 PM	01/13/2014 11:46:42 AM	12 MANHATTAN	MANHATTAN	40.8354548242	-73.9438488564
27119825	01/10/2014 02:54:07 PM	01/21/2014 02:42:23 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10007					MURRAY STREET	GREENWICH STREET	INTERSECTION	NEW YORK	N/A	Closed	01/24/2014 02:54:07 PM	01/21/2014 02:42:23 PM	01 MANHATTAN	MANHATTAN	40.7149081061	-74.0113484358
27120198	01/10/2014 02:25:52 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10462	60 METROPOLITAN OVAL	METROPOLITAN OVAL	BEND	BEND			ADDRESS	BRONX	N/A	Open	02/24/2014 02:25:52 PM	01/13/2014 11:48:51 AM	09 BRONX	BRONX	40.8377601508	-73.8597581692
27122902	01/10/2014 01:43:18 PM	01/21/2014 03:21:37 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11358					STATION ROAD	192 STREET	INTERSECTION	FLUSHING	N/A	Closed	01/24/2014 01:43:18 PM	01/21/2014 03:21:37 PM	11 QUEENS	QUEENS	40.7610566649	-73.789861348
27120215	01/10/2014 12:37:42 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10014	200 VARICK STREET	VARICK STREET	KING STREET	WEST HOUSTON STREET			ADDRESS	NEW YORK	N/A	Open	02/24/2014 12:37:42 PM	01/21/2014 02:39:12 PM	02 MANHATTAN	MANHATTAN	40.7283468792	-74.0053434274
27108681	01/09/2014 09:54:38 PM	01/10/2014 09:41:04 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10451	511 EAST 163 STREET	EAST 163 STREET	ELTON AVENUE	3 AVENUE			ADDRESS	BRONX	N/A	Closed	01/23/2014 09:54:38 PM	01/10/2014 09:41:04 AM	03 BRONX	BRONX	40.8243085914	-73.9094173301
27109853	01/09/2014 09:49:43 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10016	589 1 AVENUE	1 AVENUE	EAST 33 STREET	EAST 34 STREET			ADDRESS	NEW YORK	N/A	Open	02/23/2014 09:49:43 PM	01/13/2014 11:13:36 AM	06 MANHATTAN	MANHATTAN	40.743563652	-73.973680947
27111041	01/09/2014 04:32:03 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10024	612 AMSTERDAM AVENUE	AMSTERDAM AVENUE	WEST 89 STREET	WEST 90 STREET			ADDRESS	NEW YORK	N/A	Open	02/23/2014 04:32:03 PM	01/13/2014 10:30:09 AM	07 MANHATTAN	MANHATTAN	40.79000459	-73.9733339573
27109829	01/09/2014 04:20:34 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11214	1758 BATH AVENUE	BATH AVENUE	BAY 17 STREET	18 AVENUE			ADDRESS	BROOKLYN	N/A	Open	02/23/2014 04:20:34 PM	01/13/2014 09:55:19 AM	11 BROOKLYN	BROOKLYN	40.6042115133	-74.0067199842
27106581	01/09/2014 01:37:10 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10016					5 AVENUE	EAST   31 STREET	INTERSECTION	NEW YORK	N/A	Open	02/23/2014 01:37:10 PM	01/21/2014 02:26:23 PM	05 MANHATTAN	MANHATTAN	40.7465356214	-73.9859502752
27111369	01/09/2014 11:52:26 AM	01/09/2014 01:47:44 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11436					SUTPHIN BOULEVARD	LINDEN BOULEVARD	INTERSECTION	JAMAICA	N/A	Closed	01/23/2014 11:52:26 AM	01/09/2014 01:47:44 PM	12 QUEENS	QUEENS	40.6863048069	-73.7939081685
27113767	01/09/2014 08:06:59 AM	01/09/2014 01:45:34 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Other (Explain Below)	11212	1730 PITKIN AVENUE	PITKIN AVENUE	THATFORD AVENUE	OSBORN STREET			ADDRESS	BROOKLYN	N/A	Closed	01/23/2014 08:06:59 AM	01/09/2014 01:45:34 PM	16 BROOKLYN	BROOKLYN	40.6698889051	-73.9093134299
27093747	01/09/2014 12:28:46 AM	01/21/2014 02:26:19 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11356	20-07 127 STREET	127 STREET	20 AVENUE	22 AVENUE			ADDRESS	COLLEGE POINT	N/A	Closed	01/23/2014 12:28:46 AM	01/21/2014 02:26:19 PM	07 QUEENS	QUEENS	40.781455758	-73.8414143839
27100174	01/08/2014 10:57:38 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10009	277 EAST 10 STREET	EAST 10 STREET	1 AVENUE	AVENUE A			ADDRESS	NEW YORK	N/A	Open	02/22/2014 10:57:38 PM	01/21/2014 02:24:13 PM	03 MANHATTAN	MANHATTAN	40.7281893007	-73.9830244654
27104438	01/08/2014 05:32:49 PM	01/21/2014 02:23:09 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10007	57 MURRAY STREET	MURRAY STREET	CHURCH STREET	WEST BROADWAY			ADDRESS	NEW YORK	N/A	Closed	01/22/2014 05:32:49 PM	01/21/2014 02:23:09 PM	01 MANHATTAN	MANHATTAN	40.7142193178	-74.0097467122
27089711	01/08/2014 01:16:17 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11226	719 FLATBUSH AVENUE	FLATBUSH AVENUE	PARKSIDE AVENUE	CLARKSON AVENUE			ADDRESS	BROOKLYN	N/A	Open	02/22/2014 01:16:17 PM	01/08/2014 01:49:57 PM	09 BROOKLYN	BROOKLYN	40.6554224483	-73.9598077204
27098556	01/08/2014 12:36:18 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10022	226 51	51						NEW YORK	N/A	Open	02/22/2014 12:36:18 PM	01/08/2014 12:45:57 PM	Unspecified MANHATTAN	MANHATTAN		
27090150	01/08/2014 12:31:14 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10036	121 WEST 41 STREET	WEST 41 STREET	AVENUE OF THE AMERICAS	BROADWAY			ADDRESS	NEW YORK	N/A	Open	02/22/2014 12:31:14 PM	01/08/2014 12:44:53 PM	05 MANHATTAN	MANHATTAN	40.7545337504	-73.9854252246
27103080	01/08/2014 11:24:34 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	1605 BROADWAY	BROADWAY	WEST 48 STREET	WEST 49 STREET			ADDRESS	NEW YORK	N/A	Open	02/22/2014 11:24:34 AM	01/21/2014 02:22:02 PM	05 MANHATTAN	MANHATTAN	40.7604924926	-73.984665878
27078414	01/08/2014 01:38:20 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10032	4087 BROADWAY	BROADWAY	WEST 172 STREET	WEST 173 STREET			ADDRESS	NEW YORK	N/A	Open	02/22/2014 01:38:20 AM	01/08/2014 12:16:04 PM	12 MANHATTAN	MANHATTAN	40.8442409036	-73.9389657862
27076757	01/07/2014 10:39:10 PM	01/21/2014 02:11:16 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10002	90 RIVINGTON STREET	RIVINGTON STREET	ORCHARD STREET	LUDLOW STREET			ADDRESS	NEW YORK	N/A	Closed	01/21/2014 10:39:10 PM	01/21/2014 02:11:16 PM	03 MANHATTAN	MANHATTAN	40.7202247225	-73.9888166061
27076752	01/07/2014 09:46:06 PM	01/08/2014 12:12:58 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10002	90 RIVINGTON STREET	RIVINGTON STREET	ORCHARD STREET	LUDLOW STREET			ADDRESS	NEW YORK	N/A	Closed	01/21/2014 09:46:06 PM	01/08/2014 12:12:58 PM	03 MANHATTAN	MANHATTAN	40.7202247225	-73.9888166061
27084755	01/07/2014 04:44:46 PM	01/21/2014 02:06:52 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10010	22 WEST 23 STREET	WEST 23 STREET	5 AVENUE	AVENUE OF THE AMERICAS			ADDRESS	NEW YORK	N/A	Closed	01/21/2014 04:44:46 PM	01/21/2014 02:06:52 PM	05 MANHATTAN	MANHATTAN	40.7419441227	-73.990534321
